name,voteCount,rating,address,cusine,cost,timing,Location,City,Days_Open
Lakshmi,Cuisines:,-1.0,"1, Near Pal Bazaar, Vivekananda Road, Jadavpur, Kolkata","Rolls, Chinese",400,-1,Jadavpur,Kolkata,Mon-Sun
Z Momo,9,3.2,"3, Kankulia Road, Santoshpur, Kolkata","Rolls, Chinese",300,12noon – 11pm (Mon-Sun),Santoshpur,Kolkata,Mon-Sun
Mog Mog,Cuisines:,0.0,"152/1, Surverpark Road, Near Mini Bus Stand, Adipally, Santoshpur, Kolkata",Fast Food,300,1pm – 10pm (Mon-Sun),Santoshpur,Kolkata,Mon-Sun
Devi's Kitchen,Cuisines:,0.0,"37, Ward 92, Jheel Road, Dhakuria, Kolkata",Fast Food,400,11am – 11pm (Mon-Sun),Dhakuria,Kolkata,Mon-Sun
Food Centre,Cuisines:,0.0,"1/1, Sourin Roy Road, Diamond Harbour Road, Behala, Kolkata","Fast Food, Biryani",200,10am – 9pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Cream Creations,19,3.4,"11A, Shib Narayan Das Lane, Near Arya Kanya Mahavidyalaya, Maniktala, Kolkata","Fast Food, Biryani",500,8am – 11pm (Mon-Sun),Maniktala,Kolkata,Mon-Sun
Kathleen,Cuisines:,0.0,"238, Garfa Main Road, Santoshpur, Kolkata","South Indian, North Indian, Fast Food",300,10am – 10pm (Mon-Sun),Santoshpur,Kolkata,Mon-Sun
Chef's Story,Cuisines:,0.0,"9, Fakir Halder Lane, Near Police Station, Kalighat, Kolkata","South Indian, North Indian, Fast Food",300,10am – 6pm (Mon-Sun),Kalighat,Kolkata,Mon-Sun
Uttarapan Garden Restaurant,Cuisines:,-1.0,"Plot-1/16, CIT, Scheme VII(M), Civic Centre, Ultadanga, Kolkata","Biryani, North Indian",550,-1,Ultadanga,Kolkata,Mon-Sun
Shivaay Dhaba,Cuisines:,0.0,"59/60, Bagmari Road, BRS - III, Ultadanga, Kolkata","Biryani, North Indian",400,11am – 11pm (Mon-Sun),Ultadanga,Kolkata,Mon-Sun
Double Biryani,Cuisines:,0.0,"82/8, Kunja Para, Netajigarh, Das Naagar, Howrah",Bakery,200,5pm – 4am (Mon-Sun),Das Naagar,Howrah,Mon-Sun
Hungry Owl,6,3.1,"4, Hazi Zakeria Lane, Near Carbala Bustop, Maniktala, Kolkata",Bakery,150,8pm – 4am (Mon-Sun),Maniktala,Kolkata,Mon-Sun
Banglar Aahar,5,2.9,"O/5A, Durgapur Colony, Near Pally Mangal Samity, New Alipore, Kolkata",Bakery,350,12noon – 12midnight (Mon-Sun),New Alipore,Kolkata,Mon-Sun
Bakeology Food Craft,Cuisines:,0.0,"7/2K, Abinash Chowdhury Lane, Ward 59, Topsia, Kolkata",Bakery,100,10am – 10pm (Mon-Sun),Topsia,Kolkata,Mon-Sun
Lakshmi Hotel,4,3.0,"38, Jheel Road, Lake Gardens, Kolkata","Sandwich, Burger, Fast Food, Healthy Food, Beverages",200,10am – 11pm (Mon-Sun),Lake Gardens,Kolkata,Mon-Sun
Hot Biryani,Cuisines:,0.0,"64, Nimtala Ghat Street, Ahiritola, Jorabagan, Kolkata Municipal Corporation, Southern Avenue, Kolkata","Sandwich, Burger, Fast Food, Healthy Food, Beverages",350,8am – 11pm (Mon-Sun),Southern Avenue,Kolkata,Mon-Sun
New Haji Biryani House,Cuisines:,0.0,"188/5, Block J, New Alipore, Kolkata","North Indian, Chinese",300,12noon – 11pm (Mon-Sun),New Alipore,Kolkata,Mon-Sun
Biryani Day,Cuisines:,0.0,"23A, Manmatha Dutta Road, Tala Park, Paikpara, Kolkata","North Indian, Chinese",200,11am – 11pm (Mon-Sun),Paikpara,Kolkata,Mon-Sun
Rainbowlic Sandwiches,Cuisines:,0.0,"11, Tarachand Dutta Street, Bara Bazar, Kolkata",Fast Food,150,11am – 9pm (Mon-Sun),Bara Bazar,Kolkata,Mon-Sun
Shanghai Fast Food Centre,Cuisines:,0.0,"122, GT Road, Howrah",Fast Food,250,11am – 11pm (Mon-Sun),GT Road,Howrah,Mon-Sun
Maa Annapurna Taste Corner,Cuisines:,0.0,"95, Dr Abani Dutta Road, Dobson Road, Howrah",Mithai,150,12noon – 10pm (Mon-Sun),Dobson Road,Howrah,Mon-Sun
Charcoal,Cuisines:,0.0,"12, Ground Floor, Hare Street, Dalhousie BBD Bagh, Kolkata",Mithai,500,11am – 11pm (Mon-Sun),Dalhousie BBD Bagh,Kolkata,Mon-Sun
Shampa Snacks,Cuisines:,0.0,"262, B. B. Chatterjee Road, Near Kasba Post Office, Kasba, Kolkata",Street Food,100,11am – 10pm (Mon-Sun),Kasba,Kolkata,Mon-Sun
Apni Rasoi,Cuisines:,0.0,"Flat 9, 1st Floor, 87 G.T Road, Golabari, Near Salkia, Howrah",Street Food,200,"10am – 2pm, 6pm – 10pm (Mon-Sun)",Near Salkia,Howrah,Mon-Sun
Rajghanrana's Kitchen,Cuisines:,0.0,"3, Jajyotish Roy Road, New Alipore, Kolkata",Bengali,350,11am – 11pm (Mon-Sun),New Alipore,Kolkata,Mon-Sun
Jafran Biryani,Cuisines:,0.0,"118, Picnic Garden, Kolkata",Bengali,300,11am – 11pm (Mon-Sun),Picnic Garden,Kolkata,Mon-Sun
Burger Land,Cuisines:,0.0,"2/15, Poddar Nagar, Prince Anwar Shah Road, Kolkata","Chinese, North Indian",250,12noon – 10pm (Mon-Sun),Prince Anwar Shah Road,Kolkata,Mon-Sun
Momo House,Cuisines:,0.0,"130, Tilak Nagar, Regent Park, Netaji Subhash Chandra Bose Road, Tollygunge, Kolkata","Chinese, North Indian",150,5pm – 10pm (Mon-Sun),Tollygunge,Kolkata,Mon-Sun
Mr. Mozza,Cuisines:,-1.0,"Acropolis Mall, 1858 Rajdanga Main Road, Kasba, Kolkata",Chinese,600,-1,Kasba,Kolkata,Mon-Sun
K. C. Das Grandson,49,2.6,"124B, Shyamaprasad Mukherjee Road, Near Kalighat Tram Depot, Kalighat, Kolkata",Chinese,150,7am – 9pm (Mon-Sun),Kalighat,Kolkata,Mon-Sun
Wokaholic,781,4.0,"1, Indra Roy Road, Hazra, Kolkata","Street Food, Fast Food",500,12noon – 11pm (Mon-Sun),Hazra,Kolkata,Mon-Sun
Taste Of Heaven,11,2.9,"1/7, Sree Colony, Jadavpur, Kolkata","Street Food, Fast Food",300,12noon – 4am (Mon-Sun),Jadavpur,Kolkata,Mon-Sun
Coconut,Cuisines:,0.0,"33/1A, 4th Floor, Pantaloons, Upendra Chandra Banerjee Road, Kankurgachi, Kolkata","North Indian, Chinese, Continental",400,12noon – 9pm (Mon-Sun),Kankurgachi,Kolkata,Mon-Sun
Hashims,22,2.9,"39, Ward 78, Mominpore Road, Kidderpore, Kolkata","North Indian, Chinese, Continental",400,5pm – 12midnight (Mon-Sun),Kidderpore,Kolkata,Mon-Sun
RoundHouse,585,3.4,"1/A, Haldar Para Lane, Shibpur, Howrah",North Indian,500,11am – 10pm (Mon-Sun),Shibpur,Howrah,Mon-Sun
Fried Murgi,11,2.9,"108, Girindra Sekhar Bose Road, Ward 67, Kasba, Kolkata",North Indian,300,12noon – 11:30pm (Mon-Sun),Kasba,Kolkata,Mon-Sun
Usha Tea & Roll Center,Cuisines:,0.0,"123, Muktaram Babu Street, Girish Park, Kolkata",Desserts,150,11am – 10pm (Mon-Sun),Girish Park,Kolkata,Mon-Sun
Sharma Snacks,16,3.2,"8, Shanti Pally, Rajdanga Main Road, Kasba, Kolkata",Desserts,100,7am – 10pm (Mon-Sun),Kasba,Kolkata,Mon-Sun
Somas Exclusive,Cuisines:,0.0,"928, Flat AB Government Quarter, Block 22, Upendra Nath Banerjee Road, Behala, Kolkata","Mishti, Street Food",200,11am – 11pm (Mon-Sun),Behala,Kolkata,Mon-Sun
A-1 Taj Biryani House,15,2.9,"51B/4FL, Ward 69, Garcha Road, Kolkata Municipal Corporation, Ballygunge, Kolkata","Mishti, Street Food",250,12noon – 12midnight (Mon-Sun),Ballygunge,Kolkata,Mon-Sun
A1 Ajooba Biryani Centre,22,2.8,"144, Minapara Road, 1B, Samajh Garh Colony, Golf Green, Kolkata","Mishti, Street Food",300,10am – 4am (Mon-Sun),Golf Green,Kolkata,Mon-Sun
Thaaliwala,129,3.0,"1b/3 Kustia Road, Picnic Garden, Kolkata","Mishti, Street Food",200,11am – 4am (Mon-Sun),Picnic Garden,Kolkata,Mon-Sun
Santa Banta,109,4.1,"P-5, CIT Road, Scheme 7M, Kankurgachi, Kolkata","Chinese, Fast Food",500,12:30pm – 1:30am (Mon-Sun),Kankurgachi,Kolkata,Mon-Sun
Aditir Kitchen,4,2.9,"17 B, Hara Chandra Mullick Lane, Hathkhola, Shobha Bazar, Kolkata","Chinese, Fast Food",300,12noon – 10pm (Mon-Sun),Shobha Bazar,Kolkata,Mon-Sun
Kerela Delicious,Cuisines:,0.0,"388/3, Dakshindari Road, Lake Town, Kolkata","Street Food, Fast Food, South Indian",300,8am – 10pm (Mon-Sun),Lake Town,Kolkata,Mon-Sun
Friends Zone,Cuisines:,0.0,"17A, College Road, Shibpur, Howrah","Street Food, Fast Food, South Indian",200,4pm – 10:30pm (Mon-Sun),Shibpur,Howrah,Mon-Sun
Dhaba Street,62,3.2,"Shop 82, Ground Floor, Jodhpur Garden Front Side, Lake Gardens, Kolkata",North Indian,450,7:30am – 4am (Mon-Sun),Lake Gardens,Kolkata,Mon-Sun
MadBelly,Cuisines:,-1.0,"AC-68, Broadway, Sector 3, Salt Lake, Kolkata",North Indian,600,-1,Salt Lake,Kolkata,Mon-Sun
Raj Food Corner,Cuisines:,0.0,"159, B.B Chatterjee Road, Kasba, Kolkata",Biryani,200,12noon – 10:30pm (Mon-Sun),Kasba,Kolkata,Mon-Sun
Amantran,Cuisines:,0.0,"P279, CIT Road, Phoolbagan, Opposite Akkash Institute, Kankurgachi, Kolkata",Biryani,150,"1pm – 9pm (Mon-Sat),Closed (Sun)",Kankurgachi,Kolkata,Mon-Sat
Shri Karni Bhojnalya,Cuisines:,0.0,"131, Cotton Street, Gandhi Katla, Bara Bazar, Kolkata",Paan,250,"8am – 1pm, 8pm – 10pm (Mon-Sun)",Bara Bazar,Kolkata,Mon-Sun
Gupta Brothers,Cuisines:,0.0,"Mahatma Gandhi Road, Chittaranjan Ave, Jorasanko, College Street, Kolkata",Paan,400,7:15am – 11am (Mon-Sun),College Street,Kolkata,Mon-Sun
Haji Biryani House,Cuisines:,0.0,"20/1, Chetla Hat Road, Alipore, Kolkata",Street Food,300,11am – 11pm (Mon-Sun),Alipore,Kolkata,Mon-Sun
Chatpata & The Tongue Twister,Cuisines:,0.0,"92A/1, Vivekananda Road, Near Bata Showroom, Machuabazar, Kolkata",Street Food,250,8am – 11pm (Mon-Sun),Machuabazar,Kolkata,Mon-Sun
Kheer Kulture,Cuisines:,-1.0,"P411/23B Hemanta Mukhopadhyay Sarani, Hindustan Park, Kolkata",Mishti,200,-1,Hindustan Park,Kolkata,Mon-Sun
Kalapata,Cuisines:,0.0,"39A, Janak Road, Southern Avenue, Kolkata",Mishti,350,11am – 11pm (Mon-Sun),Southern Avenue,Kolkata,Mon-Sun
Veg Express,Cuisines:,0.0,"28, Sri Aurobindo Mall, Salkia, Howrah",Fast Food,300,11am – 11pm (Mon-Sun),Salkia,Howrah,Mon-Sun
Hot & Tasty - The Taste Food Corner,Cuisines:,0.0,Delivery Only,Fast Food,200,10am – 10pm (Mon-Sun),,Delivery Only,Mon-Sun
Bharadwaj Hotel,Cuisines:,0.0,"Plot 694, Ward N12, Hemsingh Bhawan, New Kalimati Road, Near Howrah Bridge, Jadavpur, Kolkata","Bakery, Fast Food",250,11am – 11:30pm (Mon-Sun),Jadavpur,Kolkata,Mon-Sun
Yellow Ribbon,Cuisines:,0.0,"IA-171, Near Tank 13, Sector 3, Salt Lake, Kolkata","Bakery, Fast Food",400,11am – 10pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Freak On Foods,Cuisines:,0.0,Delivery Only,North Indian,200,1pm – 8pm (Mon-Sun),,Delivery Only,Mon-Sun
Khabar,Cuisines:,-1.0,"A/69, Bagha Jatin Main Road, Golf Green, Kolkata",North Indian,250,-1,Golf Green,Kolkata,Mon-Sun
Afsar Biryani,Cuisines:,0.0,"46, Near Kasba Post Office, K.N. Sen Road, Kasba, Kolkata","Biryani, North Indian",200,11:30am – 10:30pm (Mon-Sun),Kasba,Kolkata,Mon-Sun
Near Me,Cuisines:,-1.0,"2, Niranjan Pally, Gopalpur Rajarhat, Chinar Park, Kolkata","Biryani, North Indian",350,-1,Chinar Park,Kolkata,Mon-Sun
Kolkata China Town,Cuisines:,0.0,"Flat 541, Rail Vihar, Gate 1, Sector H, Ruby Hospital Area, Kolkata",Mithai,200,12noon – 11pm (Mon-Sun),Ruby Hospital Area,Kolkata,Mon-Sun
Abdullah,Cuisines:,0.0,"15/11A, Near Shivam Akula, 4 Chowbaga Road p.s Pijla, Ruby Hospital Area, Kolkata",Mithai,400,6pm – 10pm (Mon-Sun),Ruby Hospital Area,Kolkata,Mon-Sun
Saniya Fast Food Centre,Cuisines:,0.0,"3J, Gagan Sarkar Road, Kulia, Beliaghata, Kolkata",Bengali,150,"12noon – 9pm (Mon-Sat),Closed (Sun)",Beliaghata,Kolkata,Mon-Sat
Prajna Delicacy,Cuisines:,0.0,"140/26, NSC Bose Road, Tollygunge, Kolkata",Bengali,500,11am – 11pm (Mon-Sun),Tollygunge,Kolkata,Mon-Sun
Vintage Kitchen And Caterers,Cuisines:,-1.0,"944, Hossainpur, Madurdaha, Ward 108, Kalikapur, Kolkata",Fast Food,200,-1,Kalikapur,Kolkata,Mon-Sun
Snazzy Baker,Cuisines:,0.0,"87/1, 2nd Floor, Uma Apartments, Salkia School Road, Bandhaghat, Salkia, Howrah",Fast Food,200,"11am – 6pm (Mon-Fri),11am – 8pm (Sat-Sun)",Salkia,Howrah,Mon-Fri
HAPPY HOURS,Cuisines:,0.0,"63C, BALLYGUNGE GARDENS , WARD NO 068, Kolkata","Continental, Fast Food, Chinese, North Indian",-1,12midnight – 2am (Mon-Sun),WARD NO 068,Kolkata,Mon-Sun
Wow Biryani,Cuisines:,-1.0,"188/3/1 A, Prince Anwar Shah Road, Kolkata","Continental, Fast Food, Chinese, North Indian",300,-1,Prince Anwar Shah Road,Kolkata,Mon-Sun
Beans & Roots,Cuisines:,-1.0,"Salt Lake Stadium Gate No. 2 Road Number 1A, JB Block, Sector 3, Salt Lake, Kolkata",Bakery,800,-1,Salt Lake,Kolkata,Mon-Sun
Pivo Anna,Cuisines:,0.0,Delivery Only,Bakery,300,6am – 11pm (Mon-Sun),,Delivery Only,Mon-Sun
Petuk Mahasay,Cuisines:,0.0,Delivery Only,"North Indian, Chinese",300,11am – 10:30pm (Mon-Sun),,Delivery Only,Mon-Sun
Jabbrr Afghani,959,4.1,"DC 22, Near City Center, Sector 1, Salt Lake","North Indian, Chinese",350,-1,Sector 1,Salt Lake,Mon-Sun
Mahek,19,3.4,"161, Deb Apartment, Rafi Ahmed Kidwai Road, Taltala, Kolkata",Street Food,350,11am – 1am (Mon-Sun),Taltala,Kolkata,Mon-Sun
Dada Boudi Restaurant,1042,4.2,"8, BT Road, Thakur Corner, Sodepur, Kolkata",Street Food,700,12noon – 10:30pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
Hotel Taaj,983,4.1,"99/8, Jessore Road, North Twenty Four Parganas, Nagerbazar, Kolkata","North Indian, Beverages",700,11am – 11:30pm (Mon-Sun),Nagerbazar,Kolkata,Mon-Sun
Club Fenicia,Cuisines:,-1.0,"Godrej Waterside, Tower- I, 10th Floor, DP Block, Sector 5, Salt Lake, Kolkata","North Indian, Beverages","2,000",-1,Salt Lake,Kolkata,Mon-Sun
Urban Masala,494,4.8,"882, Lake Town Road, Near Jaya Cinema, Lake Town, Kolkata",Mishti,600,"8am – 10:30pm (Mon-Fri),8am – 11:30pm (Sat-Sun)",Lake Town,Kolkata,Mon-Fri
Abar Khaboo,674,3.8,"26/42, Dum Dum Road, Near Chiria More, Paikpara, Kolkata",Mishti,250,12:30pm – 12midnight (Mon-Sun),Paikpara,Kolkata,Mon-Sun
The Beanshot Cafe,593,4.4,"C 16, Baisnhabghata Patuli Township, Ashutoshpally, Garia, Kolkata","Bengali, North Indian",700,"5pm – 11:30pm (Mon),11:30am – 11:30pm (Tue-Sun)",Garia,Kolkata,Mon
Ocean Grill,2781,4.2,"1st Floor, Infinity Benchmark, Opposite RDB Cinemas, Block GP, Sector 5, Salt Lake","Bengali, North Indian","1,500",12noon – 11pm (Mon-Sun),Sector 5,Salt Lake,Mon-Sun
The Great Biryani Co.,2321,4.0,"MB 482, Majherpara, Bidhan Nagar, Near Bharat Gas Godown Mahisbathan, Sector 5, Salt Lake, Kolkata",North Indian,600,12noon – 3am (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Zaikebaaz,1050,4.1,"255/7/1, N.S.C. Bose Road, Near Naktala Post Office, Naktala, Kolkata",North Indian,400,12noon – 11pm (Mon-Sun),Naktala,Kolkata,Mon-Sun
Combo.Com,92,3.6,"101/1, NN Road, Satgachi, South Dum Dum, Baguihati, Kolkata",Chinese,300,"12noon – 3:30pm, 5:30pm – 11:30pm...",Baguihati,Kolkata,Mon-Sun
The Bong Delicacy,41,3.4,"Krishnapur, Christian Para, Sector 5, Salt Lake, Kolkata",Chinese,450,"8am – 4pm, 7pm – 12midnight (Mon-Sun)",Salt Lake,Kolkata,Mon-Sun
Rang De Basanti Dhaba,170,3.9,"29F, 4th Floor, Traffic More, BT Road, North Barrackpore, Sodepur, Kolkata",North Indian,800,1pm – 11pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
Hungrybaaz,191,3.4,"C.K. Sen Road, Shaktipur, Sodepur, Kolkata",North Indian,350,11am – 10:30pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
10 Downing Street,2799,4.4,"Plot G2, Block GP, Ground Floor, PS Srijan Corporate Park, Sector 5, Salt Lake, Kolkata","Chinese, Bengali","1,600","12noon – 11:45pm (Mon, Tue, Thu, Sun), 12midnight...",Salt Lake,Kolkata,"Mon, Tue, Thu, Sun"
Cafeteria Club House,163,3.6,"GC 17, Alokananda Apartment, Narayantala West, Baguihati, Kolkata","Chinese, Bengali",300,"6:01am – 12midnight (Mon),6am – 12midnight...",Baguihati,Kolkata,Mon
Cloud9 Xpress,Cuisines:,0.0,"18/3, Teghoria Jhawtala, Near Hanuman Mandir, Chinar Park, Kolkata","Bakery, Desserts",400,11am – 4am (Mon-Sun),Chinar Park,Kolkata,Mon-Sun
New Punjab Hindu Hotel,105,3.6,"60, BT Road, Chunni Babu Bazaar, Paikpara, Kolkata","Bakery, Desserts",400,8am – 1am (Mon-Sun),Paikpara,Kolkata,Mon-Sun
Ahare Bahare,26,3.5,"13/2, Durganagar Station Road, Nalta, Near Apollo Pharmacy, North 24 Parganas, Dum Dum, Kolkata",Bakery,200,10:30am – 12midnight (Mon-Sun),Dum Dum,Kolkata,Mon-Sun
Blu Orchid,718,4.8,"C22, Sammilani Park, Survey Park Area, Ajoy Nagar, Kolkata",Bakery,700,12noon – 11pm (Mon-Sun),Ajoy Nagar,Kolkata,Mon-Sun
Food Junction,160,3.8,"101/1, Sahid Sunil Sen Sarani, Baguihati, Kolkata","Biryani, Chinese",500,11:30am – 11:30pm (Mon-Sun),Baguihati,Kolkata,Mon-Sun
Seven Kingdom,1531,4.5,"BH 40, Sector 2, Salt Lake, Kolkata","Biryani, Chinese",750,"11am – 10pm (Mon, Wed, Thu, Fri), 12midnight –...",Salt Lake,Kolkata,"Mon, Wed, Thu, Fri"
Tea Drunk Bar,Cuisines:,0.0,"NP 233, Nayapatty, AP Block, Bidhannagar, Sector 5, Salt Lake, Kolkata",Bakery,100,-1,Salt Lake,Kolkata,Mon-Sun
Pasteleria Bakery,152,4.5,"AA 29, 4th Floor, Back Building, Near SAZ Fitness Gym, Kestopur, Kolkata",Bakery,300,7am – 12midnight (Mon-Sun),Kestopur,Kolkata,Mon-Sun
Recipe,37,3.5,"17, B T Road, Sodepur, Kolkata",Beverages,500,12noon – 11pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
Food Garage,67,3.6,"Helabartala, Opposite Sagar Gramin Bank, Hatiara Road, Chinar Park, Kolkata",Beverages,500,11am – 2am (Mon-Sun),Chinar Park,Kolkata,Mon-Sun
Zoop Restaurant,187,3.5,"Mukherjee Para, Shiv Mandir, Near Serampore Railway Station, Serampore, Kolkata",Bakery,850,11am – 11pm (Mon-Sun),Serampore,Kolkata,Mon-Sun
Tasty Taste,604,3.8,"BSNL Telephone Exchange, Ghoshpara, Kaikhali, Kolkata",Bakery,400,11am – 4am (Mon-Sun),Kaikhali,Kolkata,Mon-Sun
Mughal Darbar,26,3.7,"Noapara, Sukantapolly, Rajarhat, New Town, Kolkata",Mishti,450,12noon – 12midnight (Mon-Sun),New Town,Kolkata,Mon-Sun
Sly Fox Gastro Club,1681,4.4,"Globsyn Crystals, Podium Level, Block EP, Sector 5, Salt Lake, Kolkata",Mishti,"1,400","12:30pm – 11:30pm (Mon, Tue, Wed, Thu, Sat, Sun)...",Salt Lake,Kolkata,"Mon, Tue, Wed, Thu, Sat, Sun"
Home Style New Town Shapoorji,127,3.6,"Post Patharghata, Near Natun Pukur Bridge, New Town, Kolkata","South Indian, North Indian",500,11am – 4am (Mon-Sun),New Town,Kolkata,Mon-Sun
Bong Adda,24,3.3,"Holding 5, Sastitala Road, Baranagar, Kolkata","South Indian, North Indian",250,8am – 2am (Mon-Sun),Baranagar,Kolkata,Mon-Sun
Hungry Hippie,Cuisines:,0.0,"73, Ghola Road, Near Belgharia Athletic Club, Belghoria, Kolkata","North Indian, Bengali",300,11am – 11pm (Mon-Sun),Belghoria,Kolkata,Mon-Sun
Shibani Sweets,365,3.9,"A/D2, Station Road, Sodepur, Kolkata","North Indian, Bengali",250,7am – 10pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
Land of Cakes,312,4.3,Delivery Only,Bakery,500,24 Hours (Mon-Sun),,Delivery Only,Mon-Sun
Desi Chullah,137,4.3,"308, Kendua Main Road, Garia, Kolkata",Bakery,800,1pm – 12midnight (Mon-Sun),Garia,Kolkata,Mon-Sun
Insta Kitchen,21,3.4,Delivery Only,Chinese,500,10am – 2am (Mon-Sun),,Delivery Only,Mon-Sun
Ranna Baati,230,3.6,"5/11, 1st Floor, Netaji Nagar, Tollygunge, Kolkata",Chinese,500,12noon – 11pm (Mon-Sun),Tollygunge,Kolkata,Mon-Sun
The Brewhive,511,4.2,"Retail 3, Tower 1, PS Srijan Corporate Park, Sector 5, Salt Lake, Kolkata","Fast Food, Continental","1,800",12:30pm – 12midnight (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Jaisalmer- Sonar Kella,2322,4.0,"Podium Floor, Globsyn Crystal, EP & GP Block, Sector 5, Salt Lake, Kolkata","Fast Food, Continental",900,12noon – 11pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
V Dot,65,3.7,"Ground Floor, 7B, Solua, Dasha Drone, Bidhannagar, New Town, Kolkata",Beverages,500,12:30pm – 2am (Mon-Sun),New Town,Kolkata,Mon-Sun
Chef Alladin,1088,4.3,"1276, Tentulberia, Ward 6, South Twenty Four Parganas, Garia, Kolkata",Beverages,500,11:30am – 1am (Mon-Sun),Garia,Kolkata,Mon-Sun
Rasui,610,3.6,"1st Floor, Plot 107/2, Flying Point, Feeder Road, Belghoria, Kolkata","Bakery, Desserts",650,12noon – 10:30pm (Mon-Sun),Belghoria,Kolkata,Mon-Sun
Upland Salt,69,3.9,"AE-58, Biddhanagar, Rajarhat, Sector 5, Salt Lake, Kolkata","Bakery, Desserts",300,"Closed (Mon),12noon – 12midnight (Tue-Sun)",Salt Lake,Kolkata,Mon
Pick Up Plate,58,3.5,"5, Sastila Road, Near Kala Chand High School, Baranagar, Kolkata",Mishti,250,"8am – 12midnight (Mon, Tue, Thu, Fri, Sat, Sun)...",Baranagar,Kolkata,"Mon, Tue, Thu, Fri, Sat, Sun"
Moghal Empire,601,3.7,"Chatterjihat, Shibpur, Kona Exp Way, Howrah",Mishti,500,11am – 11pm (Mon-Sun),Kona Exp Way,Howrah,Mon-Sun
Ishan's Café and More,663,3.9,"Hatkhola Bazar, R.B.C. Road, Barasat, Kolkata",Mishti,600,12noon – 10:30pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
SGF - Spice Grill Flame,136,3.7,"23, Ground Floor, Block C, Bangur Avenue, Bangur, Kolkata",Mishti,500,"12midnight – 4am, 12:01pm – 12midnight...",Bangur,Kolkata,Mon-Sun
The Famous Biryani Co,Cuisines:,0.0,"Patharghata, Near Natun Pukur Bridge, New Town, Kolkata",Mishti,500,11am – 12midnight (Mon-Sun),New Town,Kolkata,Mon-Sun
Calcutta Bakery Cafe,135,4.4,"86/276, Raja S.C Mullick Road, Baghajatin, Kolkata",Mishti,600,12:30pm – 10:30pm (Mon-Sun),Baghajatin,Kolkata,Mon-Sun
The Asian Bowl,50,3.6,"1385, Netaji Subhash Chandra Bose Road, Pratapgarh, Narendra Pur, Kolkata",Mishti,700,11:30am – 11:30pm (Mon-Sun),Narendra Pur,Kolkata,Mon-Sun
Veerji Malai Chaap Wale,167,4.6,"AE-345, Sector 1, Salt Lake, Kolkata",Mishti,500,12:30pm – 11pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
9 Players,526,4.0,"18/1/1/21/2, Jangalpur Road, Motilal Colony, Rajbari, Near Dum Dum, Kolkata","Mishti, Street Food","1,100",24 Hours (Mon-Sun),Near Dum Dum,Kolkata,Mon-Sun
Dhakeswari Chinese Restaurant,317,4.2,"B-8/12, CA, Kalyani, Kolkata","Mishti, Street Food",600,10am – 10:30pm (Mon-Sun),Kalyani,Kolkata,Mon-Sun
Food Care,105,3.7,"A-9/4(S), Nadia, Kalyani, Kolkata",Fast Food,450,10am – 11pm (Mon-Sun),Kalyani,Kolkata,Mon-Sun
FryDe Cafe,174,4.1,"4/29, New Rathtala, Belghoria, Kolkata",Fast Food,650,9am – 11pm (Mon-Sun),Belghoria,Kolkata,Mon-Sun
Chickni,298,4.1,"21/25 H Road, Anandapuri, Barrackpore, Kolkata","Bengali, Seafood, North Indian",400,1:30pm – 11pm (Mon-Sun),Barrackpore,Kolkata,Mon-Sun
Crucible,84,3.8,"BF 11, 2nd Floor, 1st Avenue, Near HDFC Bank ATM, Sector 1, Salt Lake, Kolkata","Bengali, Seafood, North Indian","2,000",12noon – 11pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Awesome Fried Chicken,37,3.8,"10, Umesh Mukherjee Road, Belghoria, Kolkata",Mishti,300,"Closed (Mon),2pm – 10:30pm (Tue-Sun)",Belghoria,Kolkata,Mon
Sunny's Refreshment,647,3.7,"140, B.T. Road, Dunlop Supermarket, Baranagar, Kolkata",Mishti,400,11am – 10pm (Mon-Sun),Baranagar,Kolkata,Mon-Sun
Taste Of OD,26,3.5,"CE 70, Street 194, Near Tank 6, New Town, Kolkata","Bengali, North Indian, South Indian",300,11am – 11pm (Mon-Sun),New Town,Kolkata,Mon-Sun
The Denmark Tavern,354,4.1,"LP 39/2/1, Serampore Police Line, NN Roy Street, Serampore, Kolkata","Bengali, North Indian, South Indian",500,11am – 9:30pm (Mon-Sun),Serampore,Kolkata,Mon-Sun
The Glass House,83,3.9,"74, 3rd Floor, Star Mall, Jessore Road, Madhyamgram, Barasat, Kolkata",Bengali,700,11am – 11pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
Petuk,Cuisines:,0.0,"683, Sarsuna Main Road, Satin Sen Pally, Behala, Kolkata",Bengali,400,12noon – 11pm (Mon-Sun),Behala,Kolkata,Mon-Sun
